number,weibo_text,tokenized_text,opposite_sex_social_avoidance_1,opposite_sex_social_avoidance_2,opposite_sex_social_avoidance
534,今天中午还发生了一件我真的觉得是我人生最尴尬的一件事情啊啊啊啊现在想想还好当时想想我真的尴尬的想找个洞钻进去...我要恐男了...我再也不敢和男生讲话了尼玛啊我真的…TTTTT,今天/中午/发生/一件/人生/尴尬/一件/事情/想想/还好/当时/想想/尴尬/找/洞/钻进去/我要/恐/再也/不敢/男生/讲话/尼玛/TTTTT,2,2,2
535,没到30呢就被催婚了，很难理解我爸妈这代人的思想更厌男了妈的,没到/30/催婚/难/理解/爸妈/代人/思想/更厌/妈,2,1,1.5
536,今天的微博看得我恐男厌男了，一些返祖现象令人作呕,今天/微博/看得/我恐/男厌/返祖现象/令人作呕,3,1,2
537,吃了点霓虹♂声优的瓜，感觉有些人是真无脑捧啊，在我没有特意搜索的前提下完全没有听说过这些东西。一天天避雷这避雷那，结果这么大瓜也没见你们避雷的，现在就是恶心且厌男,吃/点/霓虹/声优/瓜/真/无脑/捧/没有/特意/搜索/前提/完全/没有/听说/东西/一天天/避雷/避雷/大瓜/没见/避雷/恶心/厌,2,1,1.5
538,在家待一个月了比厌倦我妈更快的是烦我爸真的厌男时不时带有警告信性地要是他这样他妈早就怎样怎样咋滴啦爱比烂？还说大声叫我赶紧准备考试考事业单位神经病我就是不爱读书不爱考试想直接去上班而不是考试去上班or上班还要考试好吗神经病,在家/一个月/厌倦/我妈/更快/烦/爸/厌/时不时/带有/警告/信/性地/他妈/早就/滴/爱/比烂/大声/赶紧/准备/考试/考/事业单位/神经病/不爱/读书/不爱/考试/直接/上班/考试/上班/or/上班/考试/神经病,3,1,2
539,鹭卓，乱扔东西的毛病改一改吧。真的很恐男的摔东西。本来摔手机的时候就恐了，现在又是摔零件又是摔牌子，真的很难受了。,鹭卓乱/扔/东西/毛病/改一改/很恐/摔/东西/本来/摔/手机/恐/摔/零件/摔/牌子/难受,3,1,2
540,#汤家凤#可以呼吁理智追星，但是请不要用侮辱的词汇，而且你也没有尊重他人，别人追星和你没有关系，随意批判人引得一帮厌男也厌女的并且也是不会尊重人的东西带着阴阳嘲讽的话语到处喷，在高数上您是有成就的，在做人上呢，害当然了也理解嘛毕竟男人嘛就是喜欢教人做事，遇到看不惯的就开始爹味思想，不管是有一定成就还是没一定成就的到了年龄都差不多嘛，闲的哈。,汤家凤/呼吁/理智/追星/请/不要/侮辱/词汇/没有/尊重/追星/没有/关系/随意/批判/引得/一帮/厌/厌女/不会/尊重/东西/带/阴阳/嘲讽/话语/到处/喷在/高数/成就/做人/害/理解/毕竟/男人/喜欢/教人/做事/遇到/看不惯/爹味/思想/成就/没/成就/年龄/差不多/闲,1,1,1
541,okay我看第二季第二集这老师那么恐男果然是深柜哈，感觉自己姬达灵灵哒,okay/第二季/第二集/老师/恐男/深柜哈/姬达/灵灵,1,1,1
542,高中的男的怎么都这么恶心??他们说话之前不知道过过脑子吗??真的恐男了??,高中/恶心/说话/之前/不/知道/脑子/恐男,3,4,3.5
543,亲身经历真的不要为一个人规划前途因为你不会知道这个人到底值不值得我哥他们高中那个班里有一对情侣报大学的时候两个人报了同一所男的高考有点失利和女的一起上了武汉大学我哥他们都以为这一对能一直在一起结果在疫情期间新生报道交往了这么多年在短短一个月内男的找了个学妹其实我觉得这个男的早就想分手了本来打算高中毕业再分结果考上同一个大学没理由分了就这样将就了一年然后早就找好下家挺无语的每天一个恐男小技巧,亲身经历/不要/规划/前途/不会/知道/到底/值不值得/我哥/高中/班里/情侣/报/大学/人报/同一/高考/失利/女/一起/武汉大学/我哥/一直/一起/疫情/期间/新生/报道/交往/多年/短短/一个月/找/学妹/早就/分手/本来/打算/高中毕业/再分/考上/同一个/大学/没理由/分/一年/早就/找/下家/挺/无语/每天/恐男小/技巧,3,3,3
544,时团小猪们有点治愈了我的厌男症，因为一群可爱小动物是没有性别(??3(???c),时团/小猪/治愈/厌/男症/一群/可爱/动物/没有/性别/3c,1,1,1
545,还有自从分了后我有了严重的厌男除了svt哈哈哈哈哈哈哈哈哈哈哈哈哈,分/严重/厌/svt,1,1,1
546,今天看到一个所谓的瓜以前看瓜都是抱着吃瓜心态今天看到那个瓜真的…看完心里特别特别难受就是觉得为什么人可以如此坏怎么会有这么贱的人渣啊在结合我自己的身边事一下子对那些同族的男的都很反胃见识短没三观行为极其恶劣全部都蛐si！！！第一次如此的厌男真的太恶心太恶心恶心的我打yue…??,今天/看到/所谓/瓜/以前/看瓜/抱/吃/瓜/心态/今天/看到/瓜/看完/心里/特别/特别/难受/坏/贱/人渣/结合/身边/事/一下子/同族/反胃/见识/短/没/三观/行为/极其/恶劣/蛐/si/第一次/厌/太/恶心/太/恶心/恶心,3,4,3.5
547,怎么回事儿啊，网络上好喜欢帅哥，现实中有点恐男。,回事儿/网络/上好/喜欢/帅哥/现实/中/恐男,1,1,1
548,恐男，别他妈给我发信息别再抖音艾特我了我不想又想,恐男别/妈/给我发/信息/抖音/艾特/不想,3,3,3
549,班主任极奇厌男语文老师却爱男。。说“我打男人生人家一下子就没事了我打一下女生你们记我一辈子你们有男生那种胸襟吗。”。。如何评价,极奇厌/语文/老师/爱/男人/生/一下子/没事/女生/记/一辈子/男生/胸襟/评价,1,1,1
550,#赵丽颖谈30岁一定要结婚#嗯姐姐啊现在都恐男,赵丽颖谈/30/岁/结婚/姐姐/恐,1,1,1
551,关于一个勤劳的周末晚上不辞辛劳千里跋涉的探店永远喜欢西北菜关于我最近的厌男症没有什么比事业更美好,勤劳/周末/不辞辛劳/千里/跋涉/探店/喜欢/西北/菜/最近/厌/男症/没有/事业/更/美好,1,1,1
552,好恶心在外别人说啥都信被别人当傻子叫花子耍，对内打肿脸也要咬牙充胖子别人给的啥都好自己家的就是破烂的极度大男子主义的男的真是越长大越厌男越恐婚,恶心/在外/信/傻子/叫花子/耍/对内/打肿/脸/咬牙/充/胖子/家/破烂/极度/大男子主义/真是/越/长大/越厌/男越/恐婚,3,3,3
553,#男子因吵架拿啤酒瓶刺死女友#恐男的一部分原因来自男罪犯另外一部分来自帮男罪犯开脱的男人。所以别再催婚催孕了，女孩子活着比什么都重要??,男子/吵架/啤酒瓶/刺死/女友/恐男/一部分/原因/罪犯/一部分/帮/罪犯/开脱/男人/催婚/催孕/女孩子/活着/重要,3,2,2.5
554,现在因为我爸，我已经完全厌男了，以后装修房子都想用蹲便了,我爸/完全/厌/以后/装修/房子/想用/蹲/便,2,1,1.5
555,要出趟远门。一个男性朋友说，“你有可能遇到不错的异性。”我说大概率我不会，我现在有点厌男。他说最近男性表现得是不太好。我说，“最近吗？”他：“最近这两年”我：“最近五千年。”,出趟/远门/男性/朋友/遇到/不错/异性/概率/不会/厌/最近/男性/表现/不太好/最近/最近/两年/最近/五千年,1,2,1.5
556,真的很好笑，很多年前的朋友来问一直没谈恋爱是不是心里还放不下陈老师，我现在只是单纯厌男啊觉得所有对我有朋友以外感情的男的都好恶心,好笑/很多年/前/朋友/问/一直/没/谈恋爱/是不是/心里/放不下/陈老师/单纯/厌/朋友/以外/感情/恶心,3,3,3
557,发现自己有点“厌男症”了当然不是所有的哈只是针对那些猥猥琐琐油油腻腻的,发现自己/厌男症/猥/猥琐/琐油/油腻腻,1,1,1
558,我不想谈恋爱了我好累我想一个人我要开始厌男了我讨厌男人后大悔感觉毫无意义感受不到情绪价值啊啊啊啊啊,不想/谈恋爱/好累/厌/讨厌/男人/后大悔/毫无意义/感受/不到/情绪/价值,2,3,2.5
559,我恐男了男人都去死吧男人不适合当医生（暴言）,我恐/男人/去死吧/男人/不/适合/医生/暴言,1,1,1
560,姐妹们，你们可以恐男厌男骂男，但是你们千万别跟男的动手，打不过的，那些打得过的只不过是在让你而已，有困难一定要寻求帮助，不要拿自己的生命开玩笑。,姐妹/恐男厌/骂/千万别/动手/打得/只不过/困难/寻求/帮助/不要/生命/开玩笑,1,1,1
561,该死的渣男！！！朱一龙演的太好了我现在恐男hhh,该死/渣男/朱一龙演/太好了/恐男/hhh,1,1,1
562,厌男了又来追星就是因为去年遇到了一个沙壁前任想逃避现男一直到现在都很不想跟男的接触只能说追星也得擦亮眼睛,厌/追星/去年/遇到/沙壁/前任/逃避/现男一/直到现在/不想/接触/只能/追星/擦亮眼睛,3,1,2
563,什么时候能上学啊艹再在家呆下去我彻底厌男了,上学/艹/在家/呆/下去/彻底/厌,2,1,1.5
564,我的蜜儿自己谈甜甜的恋爱但是每天给我发恐男小技巧,蜜儿/谈/甜甜的/恋爱/每天/给我发/恐男小/技巧,2,1,1.5
565,今天也是厌男的一天??ps：只针对部分人我的朋友很感谢你们（真实的,今天/厌/ps/部分/朋友/感谢/真实,1,1,1
566,因为周二要出差四天每天都得和男的一起工作我就开始焦虑暴躁厌男和想家感觉每晚都会在酒店抹泪,周二/出差/四天/每天/一起/工作/焦虑/暴躁/厌/想家/每晚/抹泪,4,1,2.5
567,选择性厌男平常：烦死了男人没一个好东西看到帅哥：求求了给我个帅哥谈恋爱吧,选择性/厌/平常/烦死/男人/没/东西/看到/帅哥/求求/帅哥/谈恋爱,1,1,1
568,还说厌男这一天到晚的心思都在男的身上了不得不说厌的只能是又丑又坏的男的帅哥我永远喜欢！,厌/一天到晚/心思/身上/不得不/说厌/只能/丑/坏/帅哥/喜欢,1,1,1
569,不是，老来看我干嘛？微博可以看访客记录了不知道？男的还来，男人不能上网不知道吗？我的微博厌男??拉黑了别来了女的也是，要不你就大大方方关注我看我，再这样我直接拉黑了另：??本人搞博君一肖本人搞博君一肖本人搞博君一肖本人搞博君一肖本人搞博君一肖??,老/来看/微博/访客/记录/不/知道/男人/不能/上网/不/知道/微博/厌/男拉黑/别来/女/不/大大方方/关注/直接/拉/黑/搞博君/一肖/搞博君/一肖/搞博君/一肖/搞博君/一肖/搞博君/一肖,3,3,3
570,说实话最近有点厌男。厌现实生活中身边的男。,说实话/最近/厌男厌/现实生活/中/身边,2,2,2
571,一个体感喜欢天天骂男的的和发表厌男语录都没有真的多恨，甚至也很有可能是爱男姐，真的对男的没什么兴趣的一般聊都不太聊，直接无视了，就男的爱活活，爱死死。,体感/喜欢/天天/骂/发表/厌/语录/没有/多恨/爱/男姐/没什么/兴趣/聊/不太聊/直接/无视/爱/活活/爱/死死,1,1,1
572,很認真地去和部門裡的人分享了自己的性格缺陷雖然說到恐男的時候大家都笑了但是還是覺得自己在分享的時候有被認真對待,认真/地去/部门/分享/性格/缺陷/恐/笑/分享/认真对待,2,1,1.5
573,男人滚出我的微博给我点赞评论私信见一个我拉黑一个我厌男究极无敌厌男。看到男的就想呕,男人/滚出/微博/点赞/评论/私信/见/我拉黑/我厌/男究极/无敌/厌/看到,1,3,2
574,《她厌男，她是我女友》没多犀利，但好读，像看微博首页。女性处境，东亚也太像了；对变化浑然不觉、察觉后怀念从前的男人形象也很典型；而觉醒后的女人，就是回不去了（里面的“我”还想把她教训回年轻时憧憬婚姻的样子,厌/女友/没多/犀利/好读/微博/首页/女性/处境/东亚/太/变化/浑然不觉/察觉/怀念/从前/男人/形象/典型/觉醒/女人/回不去/里面/教训/回/年轻/时/憧憬/婚姻/样子,1,1,1
575,#婴儿高铁上哭闹女子和宝妈对骂#现代人厌男厌女厌老厌幼人类是不是已经不合适群居了,婴儿/高铁/哭闹/女子/宝妈/对骂/现代人/厌/厌女/厌老/厌幼/人类/是不是/不/合适/群居,2,1,1.5
576,吓晕遇到过要vx的直接yp的还是第一次我说这些楠的别太荒谬了闲的没事分点自信给我恐男惹早晚??被剁掉,晕/遇到/过要/vx/直接/yp/第一次/楠/太/荒谬/闲/没事/分点/自信/恐/惹/早晚/剁/掉,3,3,3
577,该说不说认真在自己兴趣爱好/专业领域努力的男生真的很有魅力就是会让我很有好感不管是竞体还是音乐/辩论/舞蹈等等方面的但目前还是恐男哈哈,说不说/认真/兴趣爱好/专业/领域/努力/男生/魅力/好感/竞体/音乐/辩论/舞蹈/方面/目前/恐男,1,1,1
578,伽罗王塌房了。。。这男的装得太深了自从摇光塌了之后听他说不会这样现在想想真是太天真啧啧啧男人太会装了每日恐男指标达成现在马场就剩星星能听他的歌了哪天要是他也塌了我可真的没歌听了,伽/罗王/塌房/装得/太深/摇光/塌/听/不会/想想/真是/太天真/啧啧/啧/男人/太会/装/每日/恐男/指标/达成/马场/剩/星星/听/歌/塌/没歌/听,2,1,1.5
579,额家旁边是一个小公园大晚上了两个男的在公园里嘶吼?情歌对唱被人骂了还骂骂咧咧“我?你老姆”恐男大概就来源于这种生活的点点滴滴,额家/旁边/公园/公园/嘶吼/情歌/对唱/骂/骂骂咧咧/你老/姆/恐/大概/来源于/这种/生活/点点滴滴,2,1,1.5
580,完辽，感觉自己得了厌男症一跟男的聊天我就极度不耐烦白眼翻上天,完辽/厌/男症/聊天/极度/不耐烦/白眼/翻/上天,4,4,4
581,#女作家因两次被提醒管好小孩向12306投诉#姐真的厌男，厌童，厌自以为是的宝妈都是一类货丨啊纱呗们,女作家/两次/提醒/管好/小孩/12306/投诉/姐/厌男厌/童厌/自以为是/宝妈/一类/货/丨/纱,1,1,1
582,还有就是下午妈妈?和我说，昨天叶1??腾和我们分别后在那里哭想找我们玩，我第一反应就是这小孩竟然有戒断反应！带着他逛街的时候小手不自觉地会挽着我，我真的好喜欢他，有时候我会想虽然我真的厌男但是他要是我亲弟弟的话我肯定更疼他,下午/妈妈/昨天/叶/哭/找/玩/第一/反应/小孩/竟然/戒断/反应/带/逛街/小手/不/自觉/地会/挽着/喜欢/有时候/我会/厌/我亲/弟弟/肯定/更/疼,2,1,1.5
583,认识才两天的男生朝你挑眉是啷个回事嗦有点生理不适恐男症更严重了,认识/两天/男生/挑眉/啷/回事/嗦/生理/不适/恐男症/更/严重,3,3,3
